lab,subid,subid_unique,trial_order,trial_num,stimulus_num,method,age_days,age_mo,age_group,nae,gender,second_session,missing,parenta_gender,parentb_gender,parenta_education,parentb_education,bilingual_nae,lang2,lang3,lang4,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,lang_group,SES,nae_exp,trial_error,session_error,lang1,lang1_exposure,lang2_exposure,lang3_exposure,lang4_exposure,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,out_of_age,ADS,IDS,diff
irlconcordia,irlconcordia_mb6s24,NA,NA,3,3,eyetracking,202,6.636550308008213,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,16,44,FALSE,FALSE,cantonese,56,44,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,14.48,12.19,-2.290000000000001
irlconcordia,irlconcordia_mb6s24,NA,NA,4,4,eyetracking,202,6.636550308008213,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,16,44,FALSE,FALSE,cantonese,56,44,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,15.28,13.35,-1.9299999999999997
irlconcordia,irlconcordia_mb6s24,NA,NA,5,5,eyetracking,202,6.636550308008213,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,16,44,FALSE,FALSE,cantonese,56,44,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,9.77,11.61,1.8399999999999999
irlconcordia,irlconcordia_mb6s24,NA,NA,6,6,eyetracking,202,6.636550308008213,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,16,44,FALSE,FALSE,cantonese,56,44,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.83,5,-2.83
irlconcordia,irlconcordia_mb6s24,NA,NA,7,7,eyetracking,202,6.636550308008213,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,16,44,FALSE,FALSE,cantonese,56,44,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,10.73,8.12,-2.610000000000001
irlconcordia,irlconcordia_mb6s24,NA,NA,8,8,eyetracking,202,6.636550308008213,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,16,44,FALSE,FALSE,cantonese,56,44,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,9.94,9.2,-0.7400000000000002
irlconcordia,irlconcordia_mb6s25,NA,NA,1,5,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,8.01,7.85,-0.16000000000000014
irlconcordia,irlconcordia_mb6s25,NA,NA,2,7,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.49,6.35,0.8599999999999994
irlconcordia,irlconcordia_mb6s25,NA,NA,3,1,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.08,4.06,-2.0200000000000005
irlconcordia,irlconcordia_mb6s25,NA,NA,4,3,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.95,NA,NA
irlconcordia,irlconcordia_mb6s25,NA,NA,5,2,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,5.38,NA
irlconcordia,irlconcordia_mb6s25,NA,NA,6,4,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.06,7.46,2.4000000000000004
irlconcordia,irlconcordia_mb6s25,NA,NA,7,6,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,3.69,NA
irlconcordia,irlconcordia_mb6s25,NA,NA,8,8,eyetracking,190,6.242299794661191,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,63,FALSE,FALSE,english,63,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.61,6.61,2
irlconcordia,irlconcordia_mb6s26,NA,NA,1,1,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.35,10.64,7.290000000000001
irlconcordia,irlconcordia_mb6s26,NA,NA,2,2,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.47,NA,NA
irlconcordia,irlconcordia_mb6s26,NA,NA,3,3,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,9.45,5.25,-4.199999999999999
irlconcordia,irlconcordia_mb6s26,NA,NA,4,4,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,6.63,NA
irlconcordia,irlconcordia_mb6s26,NA,NA,5,5,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.25,9.73,5.48
irlconcordia,irlconcordia_mb6s26,NA,NA,6,6,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,5.4,NA
irlconcordia,irlconcordia_mb6s26,NA,NA,7,7,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.14,12.42,5.28
irlconcordia,irlconcordia_mb6s26,NA,NA,8,8,eyetracking,249,8.180698151950718,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,NA,58,FALSE,FALSE,english,58,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.91,7.58,0.6699999999999999
irlconcordia,irlconcordia_mb6s29,NA,NA,1,5,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.16,3.11,-1.0500000000000003
irlconcordia,irlconcordia_mb6s29,NA,NA,2,7,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.43,NA,NA
irlconcordia,irlconcordia_mb6s29,NA,NA,3,1,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.13,NA,NA
irlconcordia,irlconcordia_mb6s29,NA,NA,4,3,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.48,5.16,1.6800000000000002
irlconcordia,irlconcordia_mb6s29,NA,NA,5,2,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,4.55,NA
irlconcordia,irlconcordia_mb6s29,NA,NA,6,4,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
irlconcordia,irlconcordia_mb6s29,NA,NA,7,6,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2,2.1,0.10000000000000009
irlconcordia,irlconcordia_mb6s29,NA,NA,8,8,eyetracking,254,8.344969199178644,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,17,59,FALSE,FALSE,english,59,41,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,7.24,NA
irlconcordia,irlconcordia_mb6s30,NA,NA,1,1,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,11.38,NA
irlconcordia,irlconcordia_mb6s30,NA,NA,2,2,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.32,14.15,7.83
irlconcordia,irlconcordia_mb6s30,NA,NA,3,3,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.93,9.33,6.4
irlconcordia,irlconcordia_mb6s30,NA,NA,4,4,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,11.41,5.17,-6.24
irlconcordia,irlconcordia_mb6s30,NA,NA,5,5,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.17,6.53,3.3600000000000003
irlconcordia,irlconcordia_mb6s30,NA,NA,6,6,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
irlconcordia,irlconcordia_mb6s30,NA,NA,7,7,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
irlconcordia,irlconcordia_mb6s30,NA,NA,8,8,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,35,FALSE,FALSE,french,65,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
irlconcordia,irlconcordia_mb6s31,NA,NA,1,5,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,39,FALSE,FALSE,cantonese,54,39,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.19,15.58,8.39
irlconcordia,irlconcordia_mb6s31,NA,NA,2,7,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,39,FALSE,FALSE,cantonese,54,39,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,9.84,5.46,-4.38
irlconcordia,irlconcordia_mb6s31,NA,NA,3,1,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,39,FALSE,FALSE,cantonese,54,39,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.13,7.91,2.7800000000000002
irlconcordia,irlconcordia_mb6s31,NA,NA,4,3,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,39,FALSE,FALSE,cantonese,54,39,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.06,11.19,5.13
irlconcordia,irlconcordia_mb6s31,NA,NA,5,2,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,39,FALSE,FALSE,cantonese,54,39,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.22,NA,NA
irlconcordia,irlconcordia_mb6s31,NA,NA,7,6,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,39,FALSE,FALSE,cantonese,54,39,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,3.63,NA
irlconcordia,irlconcordia_mb6s31,NA,NA,8,8,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,39,FALSE,FALSE,cantonese,54,39,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.48,NA
irlconcordia,irlconcordia_mb6s32,NA,NA,1,1,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,11.16,NA
irlconcordia,irlconcordia_mb6s32,NA,NA,2,2,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,11.12,NA,NA
irlconcordia,irlconcordia_mb6s32,NA,NA,3,3,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,14.06,14.79,0.72999999999999865
irlconcordia,irlconcordia_mb6s32,NA,NA,4,4,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,15.01,4.12,-10.89
irlconcordia,irlconcordia_mb6s32,NA,NA,5,5,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,13.31,12.14,-1.17
irlconcordia,irlconcordia_mb6s32,NA,NA,6,6,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.3,10.33,7.03
irlconcordia,irlconcordia_mb6s32,NA,NA,7,7,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.68,6.9,-0.7799999999999994
irlconcordia,irlconcordia_mb6s32,NA,NA,8,8,eyetracking,186,6.11088295687885,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,tagalog,french,na,NA,NA,NA,bilingual,20,66,FALSE,FALSE,english,66,26,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.8,6.48,1.6800000000000006
irlconcordia,irlconcordia_mb6s33,NA,NA,1,5,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,14.3,5.66,-8.64
irlconcordia,irlconcordia_mb6s33,NA,NA,2,7,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,12.2,NA
irlconcordia,irlconcordia_mb6s33,NA,NA,3,1,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,10.45,NA
irlconcordia,irlconcordia_mb6s33,NA,NA,4,3,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.08,9.4,4.32
irlconcordia,irlconcordia_mb6s33,NA,NA,5,2,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.78,4.4,-0.3799999999999999
irlconcordia,irlconcordia_mb6s33,NA,NA,6,4,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,6.04,NA
irlconcordia,irlconcordia_mb6s33,NA,NA,7,6,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.72,13.34,10.62
irlconcordia,irlconcordia_mb6s33,NA,NA,8,8,eyetracking,222,7.293634496919918,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,13,38,FALSE,FALSE,french,62,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,6.25,NA
irlconcordia,irlconcordia_mb6s35,NA,NA,1,5,eyetracking,231,7.5893223819301845,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,27,FALSE,FALSE,arab,55,27,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,13.53,NA,NA
irlconcordia,irlconcordia_mb6s35,NA,NA,2,7,eyetracking,231,7.5893223819301845,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,27,FALSE,FALSE,arab,55,27,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.31,3.79,-2.5199999999999996
irlconcordia,irlconcordia_mb6s35,NA,NA,3,1,eyetracking,231,7.5893223819301845,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,27,FALSE,FALSE,arab,55,27,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.64,6.99,0.35000000000000053
irlconcordia,irlconcordia_mb6s35,NA,NA,4,3,eyetracking,231,7.5893223819301845,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,french,na,NA,NA,NA,bilingual,18,27,FALSE,FALSE,arab,55,27,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,7.54,NA
irlconcordia,irlconcordia_mb6s36,NA,NA,1,1,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.87,NA,NA
irlconcordia,irlconcordia_mb6s36,NA,NA,2,2,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,8.26,NA
irlconcordia,irlconcordia_mb6s36,NA,NA,3,3,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.23,6.06,-0.17000000000000082
irlconcordia,irlconcordia_mb6s36,NA,NA,4,4,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.64,3.91,0.27
irlconcordia,irlconcordia_mb6s36,NA,NA,5,5,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.71,NA,NA
irlconcordia,irlconcordia_mb6s36,NA,NA,6,6,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,4.45,NA
irlconcordia,irlconcordia_mb6s36,NA,NA,7,7,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,13.69,NA,NA
irlconcordia,irlconcordia_mb6s36,NA,NA,8,8,eyetracking,249,8.180698151950718,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,french,na,na,NA,NA,NA,bilingual,18,72,FALSE,FALSE,english,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,6.37,NA
irlconcordia,irlconcordia_mb6s37,NA,NA,1,5,eyetracking,215,7.063655030800821,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,18,28,FALSE,FALSE,spanish,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.76,13.54,5.779999999999999
irlconcordia,irlconcordia_mb6s37,NA,NA,2,7,eyetracking,215,7.063655030800821,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,18,28,FALSE,FALSE,spanish,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.02,NA
irlconcordia,irlconcordia_mb6s37,NA,NA,3,1,eyetracking,215,7.063655030800821,6-9 mo,TRUE,F,NA,NA,NA,NA,NA,NA,NA,english,na,na,NA,NA,NA,bilingual,18,28,FALSE,FALSE,spanish,72,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.45,4.66,-2.79
