lab,subid,subid_unique,trial_order,trial_num,stimulus_num,method,age_days,age_mo,age_group,nae,gender,second_session,missing,parenta_gender,parentb_gender,parenta_education,parentb_education,bilingual_nae,lang2,lang3,lang4,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,lang_group,SES,nae_exp,trial_error,session_error,lang1,lang1_exposure,lang2_exposure,lang3_exposure,lang4_exposure,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,out_of_age,ADS,IDS,diff
nusinfantlanguagecentre,mb032_nusinfantlanguagecentre,nusinfantlanguagecentre:mb032,2,3,3,eyetracking,446,14.652977412731007,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,15,15,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,NA
nusinfantlanguagecentre,yb007_nusinfantlanguagecentre,nusinfantlanguagecentre:yb007,3,3,1,eyetracking,259,8.509240246406572,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,14,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14,9.47,1.33
nusinfantlanguagecentre,yb008_nusinfantlanguagecentre,nusinfantlanguagecentre:yb008,4,3,1,eyetracking,230,7.5564681724846,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,F,15,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,2.89,-3.7600000000000002
nusinfantlanguagecentre,yb018_nusinfantlanguagecentre,nusinfantlanguagecentre:yb018,2,3,3,eyetracking,267,8.772073921971252,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,15,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,3.41,-0.06999999999999984
nusinfantlanguagecentre,yb025_nusinfantlanguagecentre,nusinfantlanguagecentre:yb025,4,3,1,eyetracking,270,8.870636550308008,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,13,13,NA,NA,NA,NA,NA,NA,NA,monolingual,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
nusinfantlanguagecentre,yb033_nusinfantlanguagecentre,nusinfantlanguagecentre:yb033,1,3,3,eyetracking,246,8.082135523613964,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,15,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,6.16,-0.09999999999999964
nusinfantlanguagecentre,yb039_nusinfantlanguagecentre,nusinfantlanguagecentre:yb039,4,3,1,singlescreen,234,7.687885010266941,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,15,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.47,9.67,-2.8000000000000007
weltentdeckerzurich,mb12569_weltentdeckerzurich,weltentdeckerzurich:mb12569,2,3,3,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,17,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA
weltentdeckerzurich,mb12801_weltentdeckerzurich,weltentdeckerzurich:mb12801,1,3,3,eyetracking,455,14.948665297741274,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,20,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01,14.3,5.290000000000001
weltentdeckerzurich,mb13077_weltentdeckerzurich,weltentdeckerzurich:mb13077,4,3,1,eyetracking,430,14.127310061601642,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,15,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,NA
weltentdeckerzurich,mb13111_weltentdeckerzurich,weltentdeckerzurich:mb13111,3,3,1,eyetracking,446,14.652977412731007,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,20,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,6.77,2.0599999999999996
weltentdeckerzurich,mb13212_weltentdeckerzurich,weltentdeckerzurich:mb13212,2,3,3,eyetracking,430,14.127310061601642,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,17,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41,15.07,-0.33999999999999986
weltentdeckerzurich,mb13288_weltentdeckerzurich,weltentdeckerzurich:mb13288,4,3,1,eyetracking,424,13.930184804928132,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,17,0,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,15.29,12.399999999999999
weltentdeckerzurich,mb13314_weltentdeckerzurich,weltentdeckerzurich:mb13314,3,3,1,eyetracking,429,14.094455852156058,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,17,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,6.94,4.870000000000001
weltentdeckerzurich,mb13326_weltentdeckerzurich,weltentdeckerzurich:mb13326,3,3,1,eyetracking,439,14.42299794661191,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,3.9,-0.9899999999999998
weltentdeckerzurich,mb13439_weltentdeckerzurich,weltentdeckerzurich:mb13439,2,3,3,eyetracking,376,12.353182751540041,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,F,15,15,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85,12.99,3.1400000000000006
weltentdeckerzurich,mb13490_weltentdeckerzurich,weltentdeckerzurich:mb13490,3,3,1,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,2.28,-1.0100000000000002
weltentdeckerzurich,mb13498_weltentdeckerzurich,weltentdeckerzurich:mb13498,1,3,3,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,F,15,12,0,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81,4.06,-4.750000000000001
weltentdeckerzurich,mb13510_weltentdeckerzurich,weltentdeckerzurich:mb13510,1,3,3,eyetracking,439,14.42299794661191,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,12,17,0,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41,3.58,-7.83
weltentdeckerzurich,mb13629_weltentdeckerzurich,weltentdeckerzurich:mb13629,3,3,1,eyetracking,398,13.075975359342916,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,F,12,15,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,NA,NA
weltentdeckerzurich,mb13643_weltentdeckerzurich,weltentdeckerzurich:mb13643,1,3,3,eyetracking,369,12.123203285420944,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,15,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,13.58,3.7799999999999994
weltentdeckerzurich,mb13758_weltentdeckerzurich,weltentdeckerzurich:mb13758,1,3,3,eyetracking,384,12.616016427104723,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,17,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.84,0.6399999999999997
weltentdeckerzurich,mb13775_weltentdeckerzurich,weltentdeckerzurich:mb13775,2,3,3,eyetracking,436,14.324435318275153,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,17,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99,5.57,-0.41999999999999993
weltentdeckerzurich,mb13794_weltentdeckerzurich,weltentdeckerzurich:mb13794,2,3,3,eyetracking,382,12.550308008213552,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,20,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,14.67,8.55
weltentdeckerzurich,mb13915_weltentdeckerzurich,weltentdeckerzurich:mb13915,3,3,1,eyetracking,402,13.207392197125257,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,17,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,5.29,1.5899999999999999
weltentdeckerzurich,mb14054_weltentdeckerzurich,weltentdeckerzurich:mb14054,1,3,3,eyetracking,373,12.254620123203285,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,9.51,6.8
weltentdeckerzurich,mb14059_weltentdeckerzurich,weltentdeckerzurich:mb14059,4,3,1,eyetracking,370,12.15605749486653,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,12,12,0,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,15.72,10.39
babylabkingswood,mb8502_babylabkingswood,babylabkingswood:mb8502,1,3,3,hpp,402,13.207392197125257,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.461,NA
babylabkingswood,mb8731_babylabkingswood,babylabkingswood:mb8731,1,3,3,hpp,401,13.174537987679672,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.859,NA
cdcceu,mb3_cdcceu,cdcceu:mb3,3,3,1,eyetracking,446,14.652977412731007,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,13,11,NA,NA,NA,NA,NA,NA,NA,monolingual,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.098,NA
infantcogubc,gh14_infantcogubc,infantcogubc:gh14,3,3,1,eyetracking,220,7.227926078028747,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,16,14,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,NA
infantstudiesubc,mbm21_infantstudiesubc,infantstudiesubc:mbm21,4,3,1,hpp,262,8.607802874743326,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3133,NA,NA
infantstudiesubc,mbm22_infantstudiesubc,infantstudiesubc:mbm22,2,3,3,hpp,239,7.852156057494867,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,18,19,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.037366667,NA,NA
infantstudiesubc,mbm3_infantstudiesubc,infantstudiesubc:mbm3,3,3,1,hpp,199,6.537987679671458,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,19,19,NA,NA,NA,NA,NA,NA,NA,monolingual,19,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.34766667,NA
infantstudiesubc,mbm5_infantstudiesubc,infantstudiesubc:mbm5,1,3,3,hpp,213,6.997946611909651,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,16,14,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6066,NA
irlconcordia,mb12s04_irlconcordia,irlconcordia:mb12s04,1,3,3,eyetracking,373,12.254620123203285,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,12,12,NA,NA,NA,NA,NA,NA,NA,monolingual,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
irlconcordia,mb12s16_irlconcordia,irlconcordia:mb12s16,1,3,3,eyetracking,382,12.550308008213552,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,13,10,NA,NA,NA,NA,NA,NA,NA,monolingual,13,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
irlconcordia,mb12s29_irlconcordia,irlconcordia:mb12s29,3,3,1,eyetracking,397,13.043121149897331,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.37,NA
irlconcordia,mb12s33_irlconcordia,irlconcordia:mb12s33,4,3,1,eyetracking,385,12.648870636550308,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,16,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA
irlconcordia,mb12s39_irlconcordia,irlconcordia:mb12s39,1,3,3,eyetracking,399,13.1088295687885,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,F,18,15,NA,NA,NA,NA,NA,NA,NA,monolingual,15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01,NA
irlconcordia,mb6s01_irlconcordia,irlconcordia:mb6s01,1,3,3,eyetracking,229,7.523613963039014,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA
irlconcordia,mb6s03_irlconcordia,irlconcordia:mb6s03,4,3,1,eyetracking,220,7.227926078028747,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,12,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,NA,NA
ldlottawa,mbms84_ldlottawa,ldlottawa:mbms84,1,3,3,singlescreen,440,14.455852156057494,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,21,16,NA,NA,NA,NA,NA,NA,NA,monolingual,21,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.275,NA
lscppsl,24lscppsl_lscppsl,lscppsl:24lscppsl,4,3,7,eyetracking,374,12.28747433264887,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,F,17,14,0,NA,NA,NA,NA,NA,NA,monolingual,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.403,NA,NA
lscppsl,27lscppsl_lscppsl,lscppsl:27lscppsl,3,3,7,eyetracking,392,12.878850102669405,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,20,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.045,NA
lscppsl,3lscppsl_lscppsl,lscppsl:3lscppsl,3,3,7,eyetracking,437,14.35728952772074,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,21,21,0,NA,NA,NA,NA,NA,NA,monolingual,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.312,NA
nusinfantlanguagecentre,mb006_nusinfantlanguagecentre,nusinfantlanguagecentre:mb006,2,3,3,eyetracking,415,13.634496919917865,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,12,12,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07,NA,NA
nusinfantlanguagecentre,yb002_nusinfantlanguagecentre,nusinfantlanguagecentre:yb002,1,3,3,eyetracking,233,7.655030800821355,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,F,13,15,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,NA
weltentdeckerzurich,mb12524_weltentdeckerzurich,weltentdeckerzurich:mb12524,2,3,3,eyetracking,452,14.850102669404517,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,15,0,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,NA,NA
weltentdeckerzurich,mb12872_weltentdeckerzurich,weltentdeckerzurich:mb12872,1,3,3,eyetracking,406,13.338809034907598,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,NA
weltentdeckerzurich,mb12894_weltentdeckerzurich,weltentdeckerzurich:mb12894,1,3,3,eyetracking,367,12.057494866529774,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,15,15,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.97,NA
weltentdeckerzurich,mb13447_weltentdeckerzurich,weltentdeckerzurich:mb13447,2,3,3,eyetracking,378,12.41889117043121,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,12,15,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,NA,NA
weltentdeckerzurich,mb13659_weltentdeckerzurich,weltentdeckerzurich:mb13659,4,3,1,eyetracking,410,13.470225872689939,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,17,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25,NA,NA
weltentdeckerzurich,mb13948_weltentdeckerzurich,weltentdeckerzurich:mb13948,3,3,1,eyetracking,379,12.451745379876797,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,14,17,0,NA,NA,NA,NA,NA,NA,monolingual,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33,NA
babylabbrookes,mb03_babylabbrookes,babylabbrookes:mb03,3,4,3,singlescreen,214,7.030800821355236,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,20,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08,3.36,-3.72
babylabbrookes,mb04_babylabbrookes,babylabbrookes:mb04,4,4,3,singlescreen,271,8.903490759753593,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22,4.9,-5.32
babylabbrookes,mb100_babylabbrookes,babylabbrookes:mb100,2,4,4,singlescreen,419,13.765913757700206,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.992,NA,NA
babylabbrookes,mb103_babylabbrookes,babylabbrookes:mb103,2,4,4,singlescreen,368,12.09034907597536,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.272,6.888,4.616
babylabbrookes,mb104_babylabbrookes,babylabbrookes:mb104,4,4,3,singlescreen,402,13.207392197125257,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.224,6.208,-2.016
babylabbrookes,mb14_babylabbrookes,babylabbrookes:mb14,2,4,4,singlescreen,406,13.338809034907598,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,12,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,9.34,4.76
babylabbrookes,mb15_babylabbrookes,babylabbrookes:mb15,3,4,3,singlescreen,445,14.620123203285422,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.35,5.22,-10.129999999999999
babylabbrookes,mb18_babylabbrookes,babylabbrookes:mb18,2,4,4,singlescreen,392,12.878850102669405,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,2.65,-1.81
babylabbrookes,mb20_babylabbrookes,babylabbrookes:mb20,4,4,3,singlescreen,424,13.930184804928132,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,12,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,18,9.48
babylabbrookes,mb28_babylabbrookes,babylabbrookes:mb28,1,4,4,singlescreen,395,12.97741273100616,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,8.64,5.630000000000001
babylabbrookes,mb35_babylabbrookes,babylabbrookes:mb35,1,4,4,singlescreen,188,6.176591375770021,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.21,14.9,5.6899999999999995
babylabbrookes,mb36_babylabbrookes,babylabbrookes:mb36,3,4,3,singlescreen,216,7.096509240246407,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,12,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,7.65,5.540000000000001
babylabbrookes,mb42_babylabbrookes,babylabbrookes:mb42,2,4,4,singlescreen,228,7.490759753593429,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,6.89,1.8099999999999996
babylabbrookes,mb45_babylabbrookes,babylabbrookes:mb45,1,4,4,singlescreen,212,6.965092402464066,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,17,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69,17.48,6.790000000000001
babylabbrookes,mb46_babylabbrookes,babylabbrookes:mb46,1,4,4,singlescreen,445,14.620123203285422,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,16,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,2.02,-9.08
babylabbrookes,mb48_babylabbrookes,babylabbrookes:mb48,4,4,3,singlescreen,269,8.837782340862423,6-9 mo,FALSE,NA,FALSE,FALSE,FALSE,M,20,18,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,2.19,-7.09
babylabbrookes,mb50_babylabbrookes,babylabbrookes:mb50,2,4,4,singlescreen,255,8.37782340862423,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,4.62,0.040000000000000036
babylabbrookes,mb53_babylabbrookes,babylabbrookes:mb53,4,4,3,singlescreen,453,14.882956878850102,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,20,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,2.29,-1.06
babylabbrookes,mb54_babylabbrookes,babylabbrookes:mb54,1,4,4,singlescreen,199,6.537987679671458,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18,7.08,0.9000000000000004
babylabbrookes,mb55_babylabbrookes,babylabbrookes:mb55,2,4,4,singlescreen,424,13.930184804928132,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,18,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.32,1.8200000000000003
